ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU
ASV_3731,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_3731
ASV_3732,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,uous_taxa,ASV_3732
ASV_3733,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_3733
ASV_3734,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,NA,NA,ASV_3734
ASV_3735,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_3735
ASV_3736,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome,ASV_3736
ASV_3737,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_3737
ASV_3738,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,NA,ASV_3738
ASV_3739,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Asinibacterium,uncultured bacterium,ASV_3739
ASV_3740,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA,ASV_3740
ASV_3741,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uous_taxa,ASV_3741
ASV_3742,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_3742
ASV_3743,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,NA,ASV_3743
ASV_3744,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,ASV_3744
ASV_3745,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,ASV_3745
ASV_3746,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA,ASV_3746
ASV_3747,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3747
ASV_3748,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA,ASV_3748
ASV_3749,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA,ASV_3749
ASV_3750,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,NA,ASV_3750
ASV_3751,Bacteria,Acidobacteria,Subgroup 6,Unknown Order,Unknown Family,Vicinamibacter,uncultured bacterium,ASV_3751
ASV_3752,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA,ASV_3752
ASV_3753,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium,ASV_3753
ASV_3754,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Anaerovorax,NA,ASV_3754
ASV_3755,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1,NA,ASV_3755
ASV_3756,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus metallilatus,ASV_3756
ASV_3757,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,ASV_3757
ASV_3758,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA,ASV_3758
ASV_3759,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uous_taxa,ASV_3759
ASV_3760,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Fonticella,Fonticella tunisiensis,ASV_3760
ASV_3761,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,NA,ASV_3761
ASV_3762,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_3762
ASV_3764,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,uncultured bacterium,ASV_3764
ASV_3765,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA,ASV_3765
ASV_3766,Bacteria,Proteobacteria,Gammaproteobacteria,WN-HWB-116,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3766
ASV_3767,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA,ASV_3767
ASV_3768,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,bacterium enrichment culture clone KIST-JJY169,ASV_3768
ASV_3769,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,NA,ASV_3769
ASV_3770,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,NA,ASV_3770
ASV_3771,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,ASV_3771
ASV_3772,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,NA,ASV_3772
ASV_3773,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uous_taxa,ASV_3773
ASV_3774,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,metagenome,ASV_3774
ASV_3775,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-009,NA,ASV_3775
ASV_3776,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,uncultured bacterium,ASV_3776
ASV_3777,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Ezakiella,uncultured bacterium,ASV_3777
ASV_3778,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,uous_taxa,ASV_3778
ASV_3779,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium,ASV_3779
ASV_3780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA,ASV_3780
ASV_3781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured bacterium,ASV_3781
ASV_3782,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_3782
ASV_3783,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA,ASV_3783
ASV_3784,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,NA,ASV_3784
ASV_3785,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA,ASV_3785
ASV_3786,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA,ASV_3786
ASV_3787,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA,ASV_3787
ASV_3788,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,NA,ASV_3788
ASV_3789,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium,ASV_3789
ASV_3790,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured bacterium,ASV_3790
ASV_3791,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,uncultured bacterium,ASV_3791
ASV_3792,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-010,uncultured organism,ASV_3792
ASV_3793,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured Anaerolineaceae bacterium,ASV_3793
ASV_3794,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,ASV_3794
ASV_3795,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,ASV_3795
ASV_3796,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured Singulisphaera sp.,ASV_3796
ASV_3797,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA,ASV_3797
ASV_3798,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,Parcubacteria bacterium C7867-005,Parcubacteria bacterium C7867-005,Parcubacteria bacterium C7867-005,ASV_3798
ASV_3799,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA,ASV_3799
ASV_3800,Bacteria,FBP,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,ASV_3800
ASV_3801,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,bacterium YC-ZSS-LKJ147,bacterium YC-ZSS-LKJ147,ASV_3801
ASV_3802,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium,uncultured bacterium,ASV_3802
ASV_3803,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium,ASV_3803
ASV_3804,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,ASV_3804
ASV_3805,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,NA,ASV_3805
ASV_3806,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,uncultured bacterium,ASV_3806
ASV_3807,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter,uncultured bacterium,ASV_3807
ASV_3808,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,NA,ASV_3808
ASV_3810,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,ASV_3810
ASV_3811,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_3811
ASV_3812,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,NA,ASV_3812
ASV_3813,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,ASV_3813
ASV_3814,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3814
ASV_3815,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_3815
ASV_3816,Bacteria,Omnitrophicaeota,uous_taxa,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_3816
ASV_3817,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,W5053,uncultured bacterium,ASV_3817
ASV_3818,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophagaceae bacterium,ASV_3818
ASV_3819,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,uous_taxa,uous_taxa,ASV_3819
ASV_3820,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,uous_taxa,ASV_3820
ASV_3821,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,Treponema sp. oral taxon 271,ASV_3821
ASV_3822,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,NA,ASV_3822
ASV_3823,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA,ASV_3823
ASV_3824,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Sphaerospermopsis BCCUSP55,uous_taxa,ASV_3824
ASV_3825,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,metagenome,ASV_3825
ASV_3826,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,NA,ASV_3826
ASV_3827,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,NA,ASV_3827
ASV_3828,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured Myxococcales bacterium,ASV_3828
ASV_3829,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured bacterium,ASV_3829
ASV_3830,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA,ASV_3830
ASV_3831,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,NA,NA,ASV_3831
ASV_3832,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured planctomycete,ASV_3832
ASV_3833,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Paludisphaera,uous_taxa,ASV_3833
ASV_3834,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,[Cytophaga] xylanolytica group,uous_taxa,ASV_3834
ASV_3835,Bacteria,Acidobacteria,Subgroup 17,NA,NA,NA,NA,ASV_3835
ASV_3837,Bacteria,Actinobacteria,Acidimicrobiia,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3837
ASV_3838,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3838
ASV_3839,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA,ASV_3839
ASV_3840,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,NA,ASV_3840
ASV_3841,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3841
ASV_3842,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,uncultured Hongiella sp.,ASV_3842
ASV_3843,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA,ASV_3843
ASV_3844,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA,ASV_3844
ASV_3845,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,ASV_3845
ASV_3846,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,uncultured,uncultured bacterium,uncultured bacterium,ASV_3846
ASV_3847,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3847
ASV_3848,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA,ASV_3848
ASV_3849,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,metagenome,ASV_3849
ASV_3850,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,uous_taxa,ASV_3850
ASV_3851,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,metagenome,ASV_3851
ASV_3852,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,ASV_3852
ASV_3853,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured Planctomycetaceae bacterium,ASV_3853
ASV_3854,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA,ASV_3854
ASV_3855,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,uous_taxa,ASV_3855
ASV_3856,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,CK06-06-Mud-MAS4B-21,uncultured bacterium,ASV_3856
ASV_3857,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium,ASV_3857
ASV_3858,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3858
ASV_3860,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uous_taxa,ASV_3860
ASV_3861,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uous_taxa,ASV_3861
ASV_3862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,uncultured bacterium,uncultured bacterium,ASV_3862
ASV_3863,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,NA,ASV_3863
ASV_3864,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA,NA,ASV_3864
ASV_3865,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA,ASV_3865
ASV_3866,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uous_taxa,ASV_3866
ASV_3867,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3867
ASV_3868,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,metagenome,ASV_3868
ASV_3869,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,uous_taxa,ASV_3869
ASV_3870,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA,ASV_3870
ASV_3873,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Sphaerospermopsis BCCUSP55,uous_taxa,ASV_3873
ASV_3876,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),DS-100,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3876
ASV_3877,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,ASV_3877
ASV_3878,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA,ASV_3878
ASV_3879,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Ephemera danica,ASV_3879
ASV_3880,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,NA,ASV_3880
ASV_3881,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA,ASV_3881
ASV_3882,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,uncultured bacterium,ASV_3882
ASV_3884,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,ASV_3884
ASV_3886,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,metagenome,metagenome,ASV_3886
ASV_3888,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,uous_taxa,ASV_3888
ASV_3889,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured,uous_taxa,ASV_3889
ASV_3890,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,uous_taxa,ASV_3890
ASV_3891,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,NA,ASV_3891
ASV_3893,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium,ASV_3893
ASV_3894,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_3894
ASV_3895,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA,ASV_3895
ASV_3896,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylobacillus,NA,ASV_3896
ASV_3897,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,NA,ASV_3897
ASV_3899,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium,ASV_3899
ASV_3900,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,ASV_3900
ASV_3901,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium,ASV_3901
ASV_3902,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,ASV_3902
ASV_3903,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3903
ASV_3904,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA,ASV_3904
ASV_3905,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium,ASV_3905
ASV_3906,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_3906
ASV_3907,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila simulans,ASV_3907
ASV_3908,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured microorganism,uncultured microorganism,ASV_3908
ASV_3909,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,uncultured,uncultured bacterium,ASV_3909
ASV_3912,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,uncultured bacterium,ASV_3912
ASV_3913,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uous_taxa,ASV_3913
ASV_3916,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium,ASV_3916
ASV_3917,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_3917
ASV_3918,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,uncultured,NA,NA,ASV_3918
ASV_3919,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA,ASV_3919
ASV_3920,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium,ASV_3920
ASV_3921,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,NA,ASV_3921
ASV_3922,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,NA,ASV_3922
ASV_3923,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,NA,NA,ASV_3923
ASV_3924,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,NA,ASV_3924
ASV_3925,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,uncultured bacterium,ASV_3925
ASV_3926,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_3926
ASV_3927,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,ASV_3927
ASV_3928,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA,ASV_3928
ASV_3929,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA,ASV_3929
ASV_3930,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,uous_taxa,NA,ASV_3930
ASV_3931,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uous_taxa,ASV_3931
ASV_3932,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,metagenome,metagenome,ASV_3932
ASV_3933,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_3933
ASV_3934,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,NA,NA,ASV_3934
ASV_3935,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,uncultured bacterium,ASV_3935
ASV_3936,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA,ASV_3936
ASV_3937,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA,ASV_3937
ASV_3938,Bacteria,Patescibacteria,Parcubacteria,uncultured Parcubacteria group bacterium,uncultured Parcubacteria group bacterium,uncultured Parcubacteria group bacterium,uncultured Parcubacteria group bacterium,ASV_3938
ASV_3939,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA,ASV_3939
ASV_3940,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila simulans,ASV_3940
ASV_3941,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,metagenome,ASV_3941
ASV_3942,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured proteobacterium,ASV_3942
ASV_3943,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,uncultured bacterium,ASV_3943
ASV_3944,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured bacterium,ASV_3944
ASV_3945,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_3945
ASV_3946,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_3946
ASV_3947,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured organism,ASV_3947
ASV_3948,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,3M1PL1-52 termite group,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,ASV_3948
ASV_3949,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,ASV_3949
ASV_3950,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,NA,ASV_3950
